 0.32241E-06 0.60690E-07 0.00000E+00    31001     1213    5        5 0.155E+08 0.61619E-11  0.32241E-06
   3    0.87635E-06    0.38575E-06    0.27839E+02    0.12535E-02    0.87635E-06
   4    0.26886E-06    0.23085E-07    0.76798E+01    0.12014E-03    0.26886E-06
   5    0.98591E-06    0.38267E-06    0.49096E+02    0.59059E-02    0.98591E-06
