 0.19544E+10 0.11589E+08 0.00000E+00   510001    24498    8     3149 0.161E-05 0.42457E+03  0.19544E+10
   6    0.18975E+10    0.37038E+08    0.49382E+01    0.11032E+13    0.18975E+10
   7    0.19668E+10    0.22866E+08    0.41595E+01    0.16332E+13    0.19668E+10
   8    0.19564E+10    0.11660E+08    0.30155E+01    0.12826E+13    0.19564E+10
