 0.14998E+09 0.45426E+05 0.00000E+00   126001     6375    6     6370 0.425E-04 0.13021E+03  0.14998E+09
   4    0.14994E+09    0.14431E+06    0.12174E+00    0.19178E+09    0.14994E+09
   5    0.14994E+09    0.87282E+05    0.10413E+00    0.18909E+09    0.14994E+09
   6    0.15001E+09    0.57229E+05    0.96515E-01    0.21484E+09    0.15001E+09
