 0.14693E+08 0.20105E+05 0.00000E+00   126001     6720    6     6717 0.457E-03 0.12765E+02  0.14693E+08
   4    0.14716E+08    0.34236E+05    0.29427E+00    0.25520E+08    0.14716E+08
   5    0.14642E+08    0.33569E+05    0.41013E+00    0.13098E+09    0.14642E+08
   6    0.14705E+08    0.21738E+05    0.37397E+00    0.71247E+08    0.14705E+08
