 0.80768E+10 0.16997E+08 0.00000E+00    30001     1583    4     1578 0.195E-06 0.28041E+05  0.80768E+10
   2    0.80849E+10    0.85688E+08    0.67031E+00    0.24545E+11    0.80849E+10
   3    0.80794E+10    0.39465E+08    0.43690E+00    0.15608E+11    0.80794E+10
   4    0.80758E+10    0.19305E+08    0.30238E+00    0.13681E+11    0.80758E+10
