 0.41467E+08 0.15930E+06 0.00000E+00   254001    12607    7     4995 0.120E-03 0.17990E+02  0.41467E+08
   5    0.41033E+08    0.46749E+06    0.20381E+01    0.53789E+10    0.41033E+08
   6    0.41763E+08    0.35106E+06    0.21265E+01    0.74379E+10    0.41763E+08
   7    0.41448E+08    0.19345E+06    0.16698E+01    0.62744E+10    0.41448E+08
