 0.41469E+08 0.33044E+06 0.00000E+00    62001     3148    5     1659 0.400E-04 0.71507E+02  0.41469E+08
   3    0.41236E+08    0.66490E+06    0.14422E+01    0.15039E+10    0.41236E+08
   4    0.42294E+08    0.53508E+06    0.16003E+01    0.23285E+10    0.42294E+08
   5    0.41188E+08    0.33486E+06    0.14543E+01    0.27763E+10    0.41188E+08
