 0.29416E-06 0.45058E-07 0.00000E+00    31001     1014    5        5 0.170E+08 0.38257E-11  0.29416E-06
   3    0.37619E-06    0.14420E-06    0.24243E+02    0.56641E-03    0.37619E-06
   4    0.25472E-06    0.28055E-07    0.98515E+01    0.16303E-03    0.25472E-06
   5    0.61212E-06    0.21034E-06    0.43466E+02    0.30488E-02    0.61212E-06
