 0.80617E+10 0.17156E+08 0.00000E+00    30001     1595    4     1592 0.197E-06 0.27981E+05  0.80617E+10
   2    0.81085E+10    0.86818E+08    0.67717E+00    0.21111E+11    0.81085E+10
   3    0.80643E+10    0.39555E+08    0.43871E+00    0.15642E+11    0.80643E+10
   4    0.80586E+10    0.19515E+08    0.30631E+00    0.14155E+11    0.80586E+10
