 0.24062E+10 0.18212E+08 0.00000E+00    30001     2000    4     1996 0.830E-06 0.83576E+04  0.24062E+10
   2    0.23752E+10    0.66014E+08    0.17578E+01    0.39643E+11    0.23752E+10
   3    0.24128E+10    0.35726E+08    0.13244E+01    0.23162E+11    0.24128E+10
   4    0.24070E+10    0.22349E+08    0.11745E+01    0.47613E+11    0.24070E+10
