 0.39943E-27 0.73998E-28 0.00000E+00    31001      622    5        7 0.175E+29 0.27118E-32  0.39943E-27
   3    0.28572E-27    0.63905E-28    0.14146E+02    0.16010E-24    0.28572E-27
   4    0.61415E-27    0.26819E-27    0.39058E+02    0.17266E-23    0.61415E-27
   5    0.43389E-27    0.75210E-28    0.21926E+02    0.10763E-23    0.43389E-27
