 0.40914E-27 0.43912E-28 0.00000E+00    31001      721    5       16 0.391E+29 0.24309E-32  0.40914E-27
   3    0.68785E-27    0.35588E-27    0.32722E+02    0.13291E-23    0.68785E-27
   4    0.51832E-27    0.23381E-27    0.40347E+02    0.18349E-23    0.51832E-27
   5    0.38895E-27    0.43995E-28    0.14308E+02    0.42261E-24    0.38895E-27
