 0.31069E-27 0.56270E-28 0.00000E+00    31001     1163    5        8 0.257E+29 0.27984E-32  0.31069E-27
   3    0.43871E-27    0.15050E-27    0.21696E+02    0.38173E-24    0.43871E-27
   4    0.25203E-27    0.25669E-28    0.91095E+01    0.92101E-25    0.25203E-27
   5    0.44775E-27    0.77563E-28    0.21912E+02    0.11073E-23    0.44775E-27
