0.14689E+08 0.98969E+04 0.00000E+01 360012 0 0 19871 0.13540E-02 0.00000E+01 0.14689E+08
1 14659000.0 155420.0 0.67056 262580000.0 14659000.0
2 14731000.0 62382.0 0.37876 22290000.0 14731000.0
3 14701000.0 33729.0 0.29022 19690000.0 14701000.0
4 14804000.0 178380.0 0.76207 261980000.0 14804000.0
5 14697000.0 63803.0 0.3883 24281000.0 14697000.0
6 14688000.0 33826.0 0.2913 22131000.0 14688000.0
7 14626000.0 155790.0 0.67368 263080000.0 14626000.0
8 14707000.0 63461.0 0.38594 22257000.0 14707000.0
9 14673000.0 34330.0 0.29595 21952000.0 14673000.0
10 14926000.0 178980.0 0.75838 267440000.0 14926000.0
11 14676000.0 64497.0 0.39308 24541000.0 14676000.0
12 14661000.0 34090.0 0.29412 22229000.0 14661000.0
13 14689000.0 140930.0 0.60676 20132000.0 14689000.0
14 14647000.0 64786.0 0.39562 83879000.0 14647000.0
15 14746000.0 33783.0 0.28979 28776000.0 14746000.0
16 14846000.0 166220.0 0.70813 259750000.0 14846000.0
17 14705000.0 63748.0 0.38774 20627000.0 14705000.0
18 14698000.0 33319.0 0.28674 22248000.0 14698000.0
19 14507000.0 155050.0 0.67595 253150000.0 14507000.0
20 14693000.0 63511.0 0.38662 22202000.0 14693000.0
21 14706000.0 33246.0 0.28597 21921000.0 14706000.0
22 14649000.0 141510.0 0.61096 24181000.0 14649000.0
23 14561000.0 62595.0 0.38449 83485000.0 14561000.0
24 14709000.0 34252.0 0.29455 25360000.0 14709000.0
25 14778000.0 154440.0 0.66097 264610000.0 14778000.0
26 14673000.0 64576.0 0.39364 20643000.0 14673000.0
27 14636000.0 34999.0 0.30249 21976000.0 14636000.0
28 14815000.0 167090.0 0.71332 262160000.0 14815000.0
29 14581000.0 65129.0 0.39952 22131000.0 14581000.0
30 14703000.0 33279.0 0.28631 22109000.0 14703000.0
31 14540000.0 141680.0 0.61629 20624000.0 14540000.0
32 14870000.0 72121.0 0.43381 97423000.0 14870000.0
33 14702000.0 34687.0 0.29843 27895000.0 14702000.0
34 14551000.0 141760.0 0.61617 20343000.0 14551000.0
35 14636000.0 68191.0 0.41673 83029000.0 14636000.0
36 14674000.0 35008.0 0.30176 28098000.0 14674000.0
