 0.19538E+10 0.18466E+08 0.00000E+00  1022001    49098    9     3711 0.190E-05 0.21313E+03  0.19538E+10
   7    0.18653E+10    0.33997E+08    0.65207E+01    0.19647E+13    0.18653E+10
   8    0.19402E+10    0.22667E+08    0.59112E+01    0.20411E+13    0.19402E+10
   9    0.19642E+10    0.10479E+08    0.38175E+01    0.27021E+13    0.19642E+10
