 0.20445E+38 0.00000E+00 0.13025E+39  2040000      137    8        3 0.147E-36 0.74929E+30  0.20445E+38
   6    0.15381E+37    0.68522E+36    0.22540E+03    0.16185E+42    0.15381E+37
   7    0.13269E+39    0.12724E+39    0.68616E+03    0.65120E+44    0.13269E+39
   8    0.12276E+38    0.67782E+37    0.55872E+03    0.64714E+43    0.12276E+38
