 0.24213E-06 0.67206E-07 0.00000E+00    31001      955    5        9 0.372E+08 0.23542E-11  0.24213E-06
   3    0.14207E-06    0.41543E-07    0.18494E+02    0.14930E-03    0.14207E-06
   4    0.20440E-06    0.37584E-07    0.16446E+02    0.18179E-03    0.20440E-06
   5    0.37668E-06    0.91379E-07    0.30686E+02    0.10091E-02    0.37668E-06
