 0.28279E-06 0.84431E-07 0.00000E+00    31001      832    5        8 0.283E+08 0.37144E-11  0.28279E-06
   3    0.16604E-06    0.35283E-07    0.13439E+02    0.10279E-03    0.16604E-06
   4    0.25566E-06    0.36461E-07    0.12756E+02    0.13237E-03    0.25566E-06
   5    0.59431E-06    0.16756E-06    0.35663E+02    0.22621E-02    0.59431E-06
