 0.26942E-06 0.82745E-07 0.00000E+00    31001      876    5        7 0.260E+08 0.23595E-11  0.26942E-06
   3    0.15223E-06    0.40344E-07    0.16761E+02    0.10545E-03    0.15223E-06
   4    0.22943E-06    0.50350E-07    0.19629E+02    0.32570E-03    0.22943E-06
   5    0.37752E-06    0.78515E-07    0.26307E+02    0.10742E-02    0.37752E-06
