 0.14690E+08 0.17566E+05 0.00000E+00   126001     6722    6     6717 0.457E-03 0.12757E+02  0.14690E+08
   4    0.14705E+08    0.34740E+05    0.29883E+00    0.25522E+08    0.14705E+08
   5    0.14657E+08    0.38030E+05    0.46414E+00    0.18254E+09    0.14657E+08
   6    0.14697E+08    0.24106E+05    0.41495E+00    0.94937E+08    0.14697E+08
