 0.37326E+35 0.33486E+35 0.00000E+00  2040000      946    8        4 0.107E-33 0.48082E+28  0.37326E+35
   6    0.12708E+35    0.42505E+34    0.16923E+03    0.70619E+39    0.12708E+35
   7    0.45925E+35    0.15054E+35    0.23456E+03    0.57814E+40    0.45925E+35
   8    0.78777E+35    0.42858E+35    0.55053E+03    0.38137E+41    0.78777E+35
