 0.10603E-26 0.13183E-27 0.00000E+00    31001      936    5        9 0.849E+28 0.83226E-32  0.10603E-26
   3    0.86602E-27    0.15497E-27    0.11317E+02    0.48023E-24    0.86602E-27
   4    0.94496E-27    0.11054E-27    0.10463E+02    0.42221E-24    0.94496E-27
   5    0.13316E-26    0.18222E-27    0.17309E+02    0.21052E-23    0.13316E-26
