 0.11675E-26 0.43607E-27 0.00000E+00    31001      772    5        6 0.514E+28 0.12838E-31  0.11675E-26
   3    0.69282E-27    0.12266E-27    0.11197E+02    0.39959E-24    0.69282E-27
   4    0.13004E-26    0.30977E-27    0.21305E+02    0.21913E-23    0.13004E-26
   5    0.20541E-26    0.54060E-27    0.33291E+02    0.78616E-23    0.20541E-26
