 0.12985E-26 0.18452E-27 0.00000E+00    31001      860    5        7 0.539E+28 0.10112E-31  0.12985E-26
   3    0.16958E-26    0.67893E-27    0.25321E+02    0.24349E-23    0.16958E-26
   4    0.10840E-26    0.15936E-27    0.13149E+02    0.93913E-24    0.10840E-26
   5    0.16179E-26    0.33511E-27    0.26201E+02    0.47516E-23    0.16179E-26
