 0.14688E+08 0.37704E+05 0.00000E+00    30001     1655    4     1650 0.112E-03 0.50953E+02  0.14688E+08
   2    0.14488E+08    0.15508E+06    0.67697E+00    0.25558E+09    0.14488E+08
   3    0.14764E+08    0.62837E+05    0.38068E+00    0.24659E+08    0.14764E+08
   4    0.14674E+08    0.34176E+05    0.29459E+00    0.22213E+08    0.14674E+08
