 0.41345E+08 0.10041E+06 0.00000E+00   510001    25519    8    10931 0.264E-03 0.89572E+01  0.41345E+08
   6    0.41653E+08    0.29289E+06    0.17789E+01    0.38989E+10    0.41653E+08
   7    0.41367E+08    0.19204E+06    0.16609E+01    0.33901E+10    0.41367E+08
   8    0.41275E+08    0.12865E+06    0.15771E+01    0.40919E+10    0.41275E+08
