 0.29713E+55 0.00000E+00 0.14295E+57  2040000       53    8        2 0.673E-54 0.42168E+48  0.29713E+55
   6    0.28126E+53    0.17810E+53    0.32040E+03    0.39458E+58    0.28126E+53
   7    0.13401E+55    0.12836E+55    0.68534E+03    0.65704E+60    0.13401E+55
   8    0.69089E+55    0.45402E+55    0.66500E+03    0.44475E+61    0.69089E+55
