 0.24353E+10 0.23815E+08 0.00000E+00    30001     2100    4     2095 0.860E-06 0.84434E+04  0.24353E+10
   2    0.25527E+10    0.69513E+08    0.17223E+01    0.44859E+11    0.25527E+10
   3    0.24105E+10    0.35163E+08    0.13047E+01    0.26212E+11    0.24105E+10
   4    0.24317E+10    0.22578E+08    0.11745E+01    0.38386E+11    0.24317E+10
