 0.50626E+39 0.00000E+00 0.35286E+42  2040000       13    8        4 0.790E-38 0.26927E+29  0.50626E+39
   6    0.60673E+36    0.45131E+36    0.37636E+03    0.11386E+42    0.60673E+36
   7    0.35794E+40    0.35664E+40    0.71296E+03    0.18260E+46    0.35794E+40
   8    0.44116E+36    0.21243E+36    0.48726E+03    0.20312E+42    0.44116E+36
