 0.14697E+08 0.20186E+05 0.00000E+00   126001     6771    6     6766 0.460E-03 0.12741E+02  0.14697E+08
   4    0.14725E+08    0.33227E+05    0.28542E+00    0.22006E+08    0.14725E+08
   5    0.14686E+08    0.53215E+05    0.64819E+00    0.42644E+09    0.14686E+08
   6    0.14678E+08    0.28925E+05    0.49853E+00    0.16144E+09    0.14678E+08
