0.86542E+56 0.00000E+01 0.10217E+59 53040000 0 0 42 0.21734E-52 0.00000E+01 0.86542E+56
1 1.1876e+56 1.1761e+56 501.06 3.0106e+61 1.1876e+56
2 3.7428e+53 2.7462e+53 525.02 1.3737e+59 3.7428e+53
3 1.4889e+54 9.1466e+53 621.66 8.1056e+59 1.4889e+54
4 3.3492e+53 3.2535e+53 491.52 8.327e+58 3.3492e+53
5 6.8154e+53 4.7328e+53 496.88 2.3462e+59 6.8154e+53
6 1.2145e+56 1.2034e+56 1002.7 1.2323e+62 1.2145e+56
7 6.8507e+55 4.1719e+55 308.12 7.8446e+60 6.8507e+55
8 1.1898e+53 9.8623e+52 593.13 5.006e+58 1.1898e+53
9 8.3811e+54 6.8848e+54 831.27 6.9755e+60 8.3811e+54
10 4.392e+55 4.3918e+55 505.94 1.1243e+61 4.392e+55
11 3.467e+55 2.6491e+55 546.75 1.2732e+61 3.467e+55
12 1.6216e+56 9.7256e+55 606.89 6.9978e+61 1.6216e+56
13 1.6687e+54 1.532e+54 464.52 3.9097e+59 1.6687e+54
14 4.8402e+53 4.5689e+53 675.43 2.3382e+59 4.8402e+53
15 6.1363e+53 4.8827e+53 805.19 4.9177e+59 6.1363e+53
16 5.7122e+53 5.6772e+53 502.87 1.4534e+59 5.7122e+53
17 4.1896e+53 2.9468e+53 503.28 1.4534e+59 4.1896e+53
18 4.577e+55 3.5591e+55 786.88 3.5973e+61 4.577e+55
19 6.0233e+52 4.228e+52 355.15 1.0451e+58 6.0233e+52
20 6.6585e+54 6.3244e+54 679.64 3.2337e+60 6.6585e+54
21 3.8504e+54 3.1786e+54 835.36 3.2338e+60 3.8504e+54
22 2.214e+52 1.6202e+52 370.26 4.0583e+57 2.214e+52
23 1.6409e+53 1.2938e+53 564.17 6.4851e+58 1.6409e+53
24 2.6897e+56 2.5258e+56 950.27 2.5845e+62 2.6897e+56
25 5.1451e+53 4.486e+53 441.15 1.1402e+59 5.1451e+53
