 0.58089E+55 0.00000E+00 0.26625E+55  2040000       30    8        2 0.344E-54 0.34709E+48  0.58089E+55
   6    0.79062E+55    0.72436E+55    0.46356E+03    0.18458E+61    0.79062E+55
   7    0.42850E+55    0.35326E+55    0.58990E+03    0.17614E+61    0.42850E+55
   8    0.56867E+55    0.39267E+55    0.69874E+03    0.28421E+61    0.56867E+55
