 0.80654E+10 0.17191E+08 0.00000E+00    30001     1592    4     1587 0.197E-06 0.28001E+05  0.80654E+10
   2    0.80792E+10    0.84840E+08    0.66414E+00    0.23263E+11    0.80792E+10
   3    0.80676E+10    0.39275E+08    0.43543E+00    0.15982E+11    0.80676E+10
   4    0.80642E+10    0.19625E+08    0.30783E+00    0.16180E+11    0.80642E+10
