 0.41407E+08 0.29376E+06 0.00000E+00    62001     3211    5     1492 0.360E-04 0.71392E+02  0.41407E+08
   3    0.42440E+08    0.82270E+06    0.17339E+01    0.33044E+10    0.42440E+08
   4    0.41599E+08    0.49803E+06    0.15144E+01    0.24398E+10    0.41599E+08
   5    0.41122E+08    0.34326E+06    0.14932E+01    0.28051E+10    0.41122E+08
